id,business_name,owner_name,contact_number,business_type,registration_date,status
02a1acee-c924-5a6b-9521-8270ced89683,Rosa Internet Cafe,Rosa Hernandez,+63 935 997 3147,internet_cafe,2024-08-30,inactive
f7474550-32b5-5dc3-be01-34569def7da5,Mang Miguel's Tindahan,Miguel Garcia,+63 975 928 3712,sari_sari_store,2026-08-08,active
a3113e3c-2807-5aec-9a02-d36874f9477e,Mang Ernesto's Tindahan,Ernesto Aquino,+63 950 725 5668,sari_sari_store,2026-04-19,active
2902b5fe-d092-5530-b814-55ae34b57d27,Rosa's Sari-Sari,Rosa Torres,+63 955 955 4178,sari_sari_store,2025-04-07,active
25adc787-7cb0-50e0-a658-3a36e4835182,Elena Padala Center,Elena Lopez,+63 930 896 7256,remittance_center,2023-10-19,suspended
69b736df-8bf2-5947-ab1c-49c40a9798e5,Ernesto Pharmacy,Ernesto Garcia,+63 975 241 5096,pharmacy,2026-08-27,active
0b872d85-1be9-53bb-88d5-11bbdbaf3796,Maria Remittance,Maria Aquino,+63 956 971 3042,remittance_center,2024-03-31,active
34fd9ecb-cb3a-5d47-add4-306649dcd322,Rosario's Sari-Sari,Rosario Garcia,+63 950 625 3414,sari_sari_store,2026-03-06,active
647b9e89-e7e7-57bf-ae92-dc6a4d54a8ad,Tindahan ni Erlinda,Erlinda Torres,+63 936 127 7797,sari_sari_store,2025-08-22,active
72f6a3f6-f1ed-5550-81b4-f25ab9ed254a,Ana Express,Ana Aquino,+63 945 183 7142,convenience_store,2025-03-18,active
7dda4f32-3a8c-578a-a12a-f8596633a843,Ramon's Sari-Sari,Ramon Bautista,+63 921 240 1627,sari_sari_store,2025-10-29,active
